"","n_neighbors","n"
"1",5,5
"2",6,27
"3",7,88
"4",8,209
"5",9,441
"6",10,1140
"7",11,2127
"8",12,2695
"9",13,1881
"10",14,961
"11",15,329
"12",16,70
"13",17,25
"14",18,2
