"","n_neighbors","n"
"1",4,2
"2",5,4
"3",6,25
"4",7,83
"5",8,242
"6",9,431
"7",10,1059
"8",11,2197
"9",12,2686
"10",13,1931
"11",14,889
"12",15,350
"13",16,80
"14",17,18
"15",18,2
"16",20,1
