"","n_neighbors","n"
"1",4,1
"2",5,8
"3",6,26
"4",7,79
"5",8,203
"6",9,456
"7",10,1114
"8",11,2178
"9",12,2636
"10",13,1942
"11",14,941
"12",15,312
"13",16,78
"14",17,23
"15",18,3
