"","n_neighbors","n"
"1",3,1
"2",5,7
"3",6,25
"4",7,82
"5",8,226
"6",9,473
"7",10,1061
"8",11,2167
"9",12,2679
"10",13,1923
"11",14,906
"12",15,339
"13",16,86
"14",17,16
"15",18,6
"16",19,2
"17",20,1
