"","n_neighbors","n"
"1",4,4
"2",5,4
"3",6,31
"4",7,90
"5",8,201
"6",9,460
"7",10,1083
"8",11,2177
"9",12,2710
"10",13,1859
"11",14,920
"12",15,348
"13",16,85
"14",17,25
"15",18,2
"16",19,1
