"","n_neighbors","n"
"1",4,2
"2",5,9
"3",6,22
"4",7,95
"5",8,202
"6",9,475
"7",10,1091
"8",11,2190
"9",12,2629
"10",13,1889
"11",14,934
"12",15,342
"13",16,94
"14",17,21
"15",18,4
"16",19,1
