"","n_neighbors","n"
"1",5,3
"2",6,27
"3",7,91
"4",8,210
"5",9,465
"6",10,1084
"7",11,2217
"8",12,2630
"9",13,1916
"10",14,884
"11",15,347
"12",16,97
"13",17,25
"14",18,4
