"","n_neighbors","n"
"1",4,1
"2",5,4
"3",6,31
"4",7,79
"5",8,224
"6",9,489
"7",10,1106
"8",11,2151
"9",12,2600
"10",13,1907
"11",14,943
"12",15,337
"13",16,101
"14",17,24
"15",18,2
"16",19,1
