"","n_neighbors","n"
"1",4,1
"2",5,3
"3",6,36
"4",7,85
"5",8,205
"6",9,464
"7",10,1097
"8",11,2154
"9",12,2665
"10",13,1936
"11",14,906
"12",15,339
"13",16,81
"14",17,23
"15",18,5
