"","n_neighbors","n"
"1",4,3
"2",5,3
"3",6,19
"4",7,88
"5",8,198
"6",9,448
"7",10,1116
"8",11,2161
"9",12,2668
"10",13,2007
"11",14,863
"12",15,329
"13",16,79
"14",17,15
"15",18,1
"16",19,1
"17",20,1
