"","n_neighbors","n"
"1",4,1
"2",5,8
"3",6,34
"4",7,92
"5",8,191
"6",9,446
"7",10,1085
"8",11,2147
"9",12,2732
"10",13,1948
"11",14,892
"12",15,305
"13",16,101
"14",17,12
"15",18,3
"16",19,2
"17",20,1
