"","n_neighbors","n"
"1",4,1
"2",5,4
"3",6,37
"4",7,87
"5",8,204
"6",9,467
"7",10,1083
"8",11,2140
"9",12,2693
"10",13,1911
"11",14,946
"12",15,322
"13",16,81
"14",17,17
"15",18,7
