"","n_neighbors","n"
"1",4,3
"2",5,7
"3",6,28
"4",7,95
"5",8,204
"6",9,455
"7",10,1114
"8",11,2096
"9",12,2726
"10",13,1947
"11",14,876
"12",15,313
"13",16,103
"14",17,26
"15",18,4
"16",19,3
