"","n_neighbors","n"
"1",4,1
"2",5,4
"3",6,21
"4",7,84
"5",8,221
"6",9,439
"7",10,1132
"8",11,2122
"9",12,2708
"10",13,1925
"11",14,916
"12",15,322
"13",16,81
"14",17,18
"15",18,6
