"","n_neighbors","n"
"1",3,1
"2",4,1
"3",5,6
"4",6,24
"5",7,82
"6",8,230
"7",9,408
"8",10,1101
"9",11,2203
"10",12,2705
"11",13,1903
"12",14,894
"13",15,326
"14",16,89
"15",17,22
"16",18,4
"17",19,1
