"","n_neighbors","n"
"1",5,9
"2",6,24
"3",7,87
"4",8,208
"5",9,459
"6",10,1135
"7",11,2146
"8",12,2647
"9",13,1915
"10",14,920
"11",15,320
"12",16,102
"13",17,22
"14",18,4
"15",19,2
