"","n_neighbors","n"
"1",4,1
"2",5,7
"3",6,21
"4",7,102
"5",8,207
"6",9,426
"7",10,1073
"8",11,2179
"9",12,2762
"10",13,1880
"11",14,908
"12",15,338
"13",16,69
"14",17,21
"15",18,5
"16",19,1
