"","n_neighbors","n"
"1",4,3
"2",5,7
"3",6,31
"4",7,70
"5",8,203
"6",9,455
"7",10,1129
"8",11,2148
"9",12,2677
"10",13,1955
"11",14,885
"12",15,306
"13",16,109
"14",17,18
"15",18,1
"16",19,3
