"","n_neighbors","n"
"1",4,1
"2",5,8
"3",6,34
"4",7,97
"5",8,199
"6",9,461
"7",10,1109
"8",11,2080
"9",12,2723
"10",13,1951
"11",14,872
"12",15,342
"13",16,103
"14",17,19
"15",18,1
