"","network","round","adopters","high_status","high_degree","tau_type"
"330",4,30,10000,TRUE,FALSE,"random_tau"
"331",4,31,10000,TRUE,FALSE,"random_tau"
"332",4,32,10000,TRUE,FALSE,"random_tau"
"333",4,33,10000,TRUE,FALSE,"random_tau"
"334",4,34,10000,TRUE,FALSE,"random_tau"
"335",4,35,10000,TRUE,FALSE,"random_tau"
"336",4,36,10000,TRUE,FALSE,"random_tau"
"337",4,37,10000,TRUE,FALSE,"random_tau"
"338",4,38,10000,TRUE,FALSE,"random_tau"
"339",4,39,10000,TRUE,FALSE,"random_tau"
"340",4,40,10000,TRUE,FALSE,"random_tau"
"341",4,41,10000,TRUE,FALSE,"random_tau"
"342",4,42,10000,TRUE,FALSE,"random_tau"
"343",4,43,10000,TRUE,FALSE,"random_tau"
"344",4,44,10000,TRUE,FALSE,"random_tau"
"345",4,45,10000,TRUE,FALSE,"random_tau"
"346",4,46,10000,TRUE,FALSE,"random_tau"
"347",4,47,10000,TRUE,FALSE,"random_tau"
"348",4,48,10000,TRUE,FALSE,"random_tau"
"349",4,49,10000,TRUE,FALSE,"random_tau"
"350",4,50,10000,TRUE,FALSE,"random_tau"
"351",4,51,10000,TRUE,FALSE,"random_tau"
"352",4,52,10000,TRUE,FALSE,"random_tau"
"353",4,53,10000,TRUE,FALSE,"random_tau"
"354",4,54,10000,TRUE,FALSE,"random_tau"
"355",4,55,10000,TRUE,FALSE,"random_tau"
"356",4,56,10000,TRUE,FALSE,"random_tau"
"357",4,57,10000,TRUE,FALSE,"random_tau"
"358",4,58,10000,TRUE,FALSE,"random_tau"
"359",4,59,10000,TRUE,FALSE,"random_tau"
"360",4,60,10000,TRUE,FALSE,"random_tau"
"361",4,61,10000,TRUE,FALSE,"random_tau"
"362",4,62,10000,TRUE,FALSE,"random_tau"
"363",4,63,10000,TRUE,FALSE,"random_tau"
"364",4,64,10000,TRUE,FALSE,"random_tau"
"365",4,65,10000,TRUE,FALSE,"random_tau"
"366",4,66,10000,TRUE,FALSE,"random_tau"
"367",4,67,10000,TRUE,FALSE,"random_tau"
"368",4,68,10000,TRUE,FALSE,"random_tau"
"369",4,69,10000,TRUE,FALSE,"random_tau"
"370",4,70,10000,TRUE,FALSE,"random_tau"
"371",4,71,10000,TRUE,FALSE,"random_tau"
"372",4,72,10000,TRUE,FALSE,"random_tau"
"373",4,73,10000,TRUE,FALSE,"random_tau"
"374",4,74,10000,TRUE,FALSE,"random_tau"
"375",4,75,10000,TRUE,FALSE,"random_tau"
"376",4,76,10000,TRUE,FALSE,"random_tau"
"377",4,77,10000,TRUE,FALSE,"random_tau"
"378",4,78,10000,TRUE,FALSE,"random_tau"
"379",4,79,10000,TRUE,FALSE,"random_tau"
"380",4,80,10000,TRUE,FALSE,"random_tau"
"381",4,81,10000,TRUE,FALSE,"random_tau"
"382",4,82,10000,TRUE,FALSE,"random_tau"
"383",4,83,10000,TRUE,FALSE,"random_tau"
"384",4,84,10000,TRUE,FALSE,"random_tau"
"385",4,85,10000,TRUE,FALSE,"random_tau"
"386",4,86,10000,TRUE,FALSE,"random_tau"
"387",4,87,10000,TRUE,FALSE,"random_tau"
"388",4,88,10000,TRUE,FALSE,"random_tau"
"389",4,89,10000,TRUE,FALSE,"random_tau"
"390",4,90,10000,TRUE,FALSE,"random_tau"
"391",4,91,10000,TRUE,FALSE,"random_tau"
"392",4,92,10000,TRUE,FALSE,"random_tau"
"393",4,93,10000,TRUE,FALSE,"random_tau"
"394",4,94,10000,TRUE,FALSE,"random_tau"
"395",4,95,10000,TRUE,FALSE,"random_tau"
"396",4,96,10000,TRUE,FALSE,"random_tau"
"397",4,97,10000,TRUE,FALSE,"random_tau"
"398",4,98,10000,TRUE,FALSE,"random_tau"
"399",4,99,10000,TRUE,FALSE,"random_tau"
"400",4,100,10000,TRUE,FALSE,"random_tau"
"401",5,1,1720,TRUE,FALSE,"random_tau"
"402",5,2,2899,TRUE,FALSE,"random_tau"
"403",5,3,4184,TRUE,FALSE,"random_tau"
"404",5,4,5665,TRUE,FALSE,"random_tau"
"405",5,5,7286,TRUE,FALSE,"random_tau"
"406",5,6,8722,TRUE,FALSE,"random_tau"
"407",5,7,9641,TRUE,FALSE,"random_tau"
"408",5,8,9952,TRUE,FALSE,"random_tau"
"409",5,9,9999,TRUE,FALSE,"random_tau"
"410",5,10,10000,TRUE,FALSE,"random_tau"
