"","n_neighbors","n"
"1",4,1
"2",5,4
"3",6,31
"4",7,94
"5",8,202
"6",9,460
"7",10,1109
"8",11,2113
"9",12,2666
"10",13,1997
"11",14,881
"12",15,341
"13",16,76
"14",17,21
"15",18,4
