"","n_neighbors","n"
"1",4,3
"2",5,3
"3",6,33
"4",7,81
"5",8,209
"6",9,466
"7",10,1148
"8",11,2075
"9",12,2680
"10",13,1919
"11",14,945
"12",15,326
"13",16,92
"14",17,18
"15",18,2
