"","n_neighbors","n"
"1",4,1
"2",5,7
"3",6,20
"4",7,89
"5",8,203
"6",9,453
"7",10,1117
"8",11,2179
"9",12,2686
"10",13,1899
"11",14,884
"12",15,346
"13",16,86
"14",17,20
"15",18,9
"16",19,1
