"","n_neighbors","n"
"1",5,12
"2",6,36
"3",7,81
"4",8,206
"5",9,428
"6",10,1110
"7",11,2140
"8",12,2723
"9",13,1901
"10",14,940
"11",15,320
"12",16,84
"13",17,14
"14",18,5
