"","n_neighbors","n"
"1",3,1
"2",4,1
"3",5,2
"4",6,29
"5",7,90
"6",8,195
"7",9,437
"8",10,1103
"9",11,2216
"10",12,2688
"11",13,1880
"12",14,929
"13",15,312
"14",16,89
"15",17,26
"16",18,2
