"","n_neighbors","n"
"1",4,2
"2",5,7
"3",6,22
"4",7,104
"5",8,199
"6",9,461
"7",10,1137
"8",11,2121
"9",12,2619
"10",13,1952
"11",14,930
"12",15,327
"13",16,95
"14",17,22
"15",18,2
