"","network","round","adopters","high_status","high_degree","tau_type"
"225",3,25,7945,FALSE,FALSE,"random_tau"
"226",3,26,9051,FALSE,FALSE,"random_tau"
"227",3,27,9716,FALSE,FALSE,"random_tau"
"228",3,28,9962,FALSE,FALSE,"random_tau"
"229",3,29,10000,FALSE,FALSE,"random_tau"
"230",3,30,10000,FALSE,FALSE,"random_tau"
"231",3,31,10000,FALSE,FALSE,"random_tau"
"232",3,32,10000,FALSE,FALSE,"random_tau"
"233",3,33,10000,FALSE,FALSE,"random_tau"
"234",3,34,10000,FALSE,FALSE,"random_tau"
"235",3,35,10000,FALSE,FALSE,"random_tau"
"236",3,36,10000,FALSE,FALSE,"random_tau"
"237",3,37,10000,FALSE,FALSE,"random_tau"
"238",3,38,10000,FALSE,FALSE,"random_tau"
"239",3,39,10000,FALSE,FALSE,"random_tau"
"240",3,40,10000,FALSE,FALSE,"random_tau"
"241",3,41,10000,FALSE,FALSE,"random_tau"
"242",3,42,10000,FALSE,FALSE,"random_tau"
"243",3,43,10000,FALSE,FALSE,"random_tau"
"244",3,44,10000,FALSE,FALSE,"random_tau"
"245",3,45,10000,FALSE,FALSE,"random_tau"
"246",3,46,10000,FALSE,FALSE,"random_tau"
"247",3,47,10000,FALSE,FALSE,"random_tau"
"248",3,48,10000,FALSE,FALSE,"random_tau"
"249",3,49,10000,FALSE,FALSE,"random_tau"
"250",3,50,10000,FALSE,FALSE,"random_tau"
"251",3,51,10000,FALSE,FALSE,"random_tau"
"252",3,52,10000,FALSE,FALSE,"random_tau"
"253",3,53,10000,FALSE,FALSE,"random_tau"
"254",3,54,10000,FALSE,FALSE,"random_tau"
"255",3,55,10000,FALSE,FALSE,"random_tau"
"256",3,56,10000,FALSE,FALSE,"random_tau"
"257",3,57,10000,FALSE,FALSE,"random_tau"
"258",3,58,10000,FALSE,FALSE,"random_tau"
"259",3,59,10000,FALSE,FALSE,"random_tau"
"260",3,60,10000,FALSE,FALSE,"random_tau"
"261",3,61,10000,FALSE,FALSE,"random_tau"
"262",3,62,10000,FALSE,FALSE,"random_tau"
"263",3,63,10000,FALSE,FALSE,"random_tau"
"264",3,64,10000,FALSE,FALSE,"random_tau"
"265",3,65,10000,FALSE,FALSE,"random_tau"
"266",3,66,10000,FALSE,FALSE,"random_tau"
"267",3,67,10000,FALSE,FALSE,"random_tau"
"268",3,68,10000,FALSE,FALSE,"random_tau"
"269",3,69,10000,FALSE,FALSE,"random_tau"
"270",3,70,10000,FALSE,FALSE,"random_tau"
"271",3,71,10000,FALSE,FALSE,"random_tau"
"272",3,72,10000,FALSE,FALSE,"random_tau"
"273",3,73,10000,FALSE,FALSE,"random_tau"
"274",3,74,10000,FALSE,FALSE,"random_tau"
"275",3,75,10000,FALSE,FALSE,"random_tau"
"276",3,76,10000,FALSE,FALSE,"random_tau"
"277",3,77,10000,FALSE,FALSE,"random_tau"
"278",3,78,10000,FALSE,FALSE,"random_tau"
"279",3,79,10000,FALSE,FALSE,"random_tau"
"280",3,80,10000,FALSE,FALSE,"random_tau"
"281",3,81,10000,FALSE,FALSE,"random_tau"
"282",3,82,10000,FALSE,FALSE,"random_tau"
"283",3,83,10000,FALSE,FALSE,"random_tau"
"284",3,84,10000,FALSE,FALSE,"random_tau"
"285",3,85,10000,FALSE,FALSE,"random_tau"
"286",3,86,10000,FALSE,FALSE,"random_tau"
"287",3,87,10000,FALSE,FALSE,"random_tau"
"288",3,88,10000,FALSE,FALSE,"random_tau"
"289",3,89,10000,FALSE,FALSE,"random_tau"
"290",3,90,10000,FALSE,FALSE,"random_tau"
"291",3,91,10000,FALSE,FALSE,"random_tau"
"292",3,92,10000,FALSE,FALSE,"random_tau"
"293",3,93,10000,FALSE,FALSE,"random_tau"
"294",3,94,10000,FALSE,FALSE,"random_tau"
"295",3,95,10000,FALSE,FALSE,"random_tau"
"296",3,96,10000,FALSE,FALSE,"random_tau"
"297",3,97,10000,FALSE,FALSE,"random_tau"
"298",3,98,10000,FALSE,FALSE,"random_tau"
"299",3,99,10000,FALSE,FALSE,"random_tau"
"300",3,100,10000,FALSE,FALSE,"random_tau"
"301",4,1,7,FALSE,FALSE,"random_tau"
"302",4,2,214,FALSE,FALSE,"random_tau"
"303",4,3,338,FALSE,FALSE,"random_tau"
"304",4,4,439,FALSE,FALSE,"random_tau"
"305",4,5,524,FALSE,FALSE,"random_tau"
"306",4,6,603,FALSE,FALSE,"random_tau"
"307",4,7,687,FALSE,FALSE,"random_tau"
"308",4,8,773,FALSE,FALSE,"random_tau"
"309",4,9,862,FALSE,FALSE,"random_tau"
"310",4,10,947,FALSE,FALSE,"random_tau"
"311",4,11,1037,FALSE,FALSE,"random_tau"
"312",4,12,1129,FALSE,FALSE,"random_tau"
"313",4,13,1243,FALSE,FALSE,"random_tau"
"314",4,14,1380,FALSE,FALSE,"random_tau"
"315",4,15,1532,FALSE,FALSE,"random_tau"
"316",4,16,1699,FALSE,FALSE,"random_tau"
"317",4,17,1889,FALSE,FALSE,"random_tau"
"318",4,18,2149,FALSE,FALSE,"random_tau"
"319",4,19,2488,FALSE,FALSE,"random_tau"
"320",4,20,2922,FALSE,FALSE,"random_tau"
"321",4,21,3478,FALSE,FALSE,"random_tau"
"322",4,22,4194,FALSE,FALSE,"random_tau"
"323",4,23,5094,FALSE,FALSE,"random_tau"
"324",4,24,6211,FALSE,FALSE,"random_tau"
"325",4,25,7466,FALSE,FALSE,"random_tau"
"326",4,26,8678,FALSE,FALSE,"random_tau"
"327",4,27,9529,FALSE,FALSE,"random_tau"
"328",4,28,9899,FALSE,FALSE,"random_tau"
"329",4,29,9982,FALSE,FALSE,"random_tau"
"330",4,30,9998,FALSE,FALSE,"random_tau"
"331",4,31,10000,FALSE,FALSE,"random_tau"
"332",4,32,10000,FALSE,FALSE,"random_tau"
"333",4,33,10000,FALSE,FALSE,"random_tau"
"334",4,34,10000,FALSE,FALSE,"random_tau"
"335",4,35,10000,FALSE,FALSE,"random_tau"
"336",4,36,10000,FALSE,FALSE,"random_tau"
"337",4,37,10000,FALSE,FALSE,"random_tau"
"338",4,38,10000,FALSE,FALSE,"random_tau"
"339",4,39,10000,FALSE,FALSE,"random_tau"
"340",4,40,10000,FALSE,FALSE,"random_tau"
"341",4,41,10000,FALSE,FALSE,"random_tau"
"342",4,42,10000,FALSE,FALSE,"random_tau"
"343",4,43,10000,FALSE,FALSE,"random_tau"
"344",4,44,10000,FALSE,FALSE,"random_tau"
"345",4,45,10000,FALSE,FALSE,"random_tau"
"346",4,46,10000,FALSE,FALSE,"random_tau"
"347",4,47,10000,FALSE,FALSE,"random_tau"
"348",4,48,10000,FALSE,FALSE,"random_tau"
"349",4,49,10000,FALSE,FALSE,"random_tau"
"350",4,50,10000,FALSE,FALSE,"random_tau"
"351",4,51,10000,FALSE,FALSE,"random_tau"
"352",4,52,10000,FALSE,FALSE,"random_tau"
"353",4,53,10000,FALSE,FALSE,"random_tau"
"354",4,54,10000,FALSE,FALSE,"random_tau"
"355",4,55,10000,FALSE,FALSE,"random_tau"
"356",4,56,10000,FALSE,FALSE,"random_tau"
"357",4,57,10000,FALSE,FALSE,"random_tau"
"358",4,58,10000,FALSE,FALSE,"random_tau"
"359",4,59,10000,FALSE,FALSE,"random_tau"
"360",4,60,10000,FALSE,FALSE,"random_tau"
"361",4,61,10000,FALSE,FALSE,"random_tau"
"362",4,62,10000,FALSE,FALSE,"random_tau"
"363",4,63,10000,FALSE,FALSE,"random_tau"
"364",4,64,10000,FALSE,FALSE,"random_tau"
"365",4,65,10000,FALSE,FALSE,"random_tau"
"366",4,66,10000,FALSE,FALSE,"random_tau"
"367",4,67,10000,FALSE,FALSE,"random_tau"
"368",4,68,10000,FALSE,FALSE,"random_tau"
"369",4,69,10000,FALSE,FALSE,"random_tau"
"370",4,70,10000,FALSE,FALSE,"random_tau"
"371",4,71,10000,FALSE,FALSE,"random_tau"
"372",4,72,10000,FALSE,FALSE,"random_tau"
"373",4,73,10000,FALSE,FALSE,"random_tau"
"374",4,74,10000,FALSE,FALSE,"random_tau"
"375",4,75,10000,FALSE,FALSE,"random_tau"
"376",4,76,10000,FALSE,FALSE,"random_tau"
"377",4,77,10000,FALSE,FALSE,"random_tau"
"378",4,78,10000,FALSE,FALSE,"random_tau"
"379",4,79,10000,FALSE,FALSE,"random_tau"
"380",4,80,10000,FALSE,FALSE,"random_tau"
"381",4,81,10000,FALSE,FALSE,"random_tau"
"382",4,82,10000,FALSE,FALSE,"random_tau"
"383",4,83,10000,FALSE,FALSE,"random_tau"
"384",4,84,10000,FALSE,FALSE,"random_tau"
"385",4,85,10000,FALSE,FALSE,"random_tau"
"386",4,86,10000,FALSE,FALSE,"random_tau"
"387",4,87,10000,FALSE,FALSE,"random_tau"
"388",4,88,10000,FALSE,FALSE,"random_tau"
"389",4,89,10000,FALSE,FALSE,"random_tau"
"390",4,90,10000,FALSE,FALSE,"random_tau"
"391",4,91,10000,FALSE,FALSE,"random_tau"
"392",4,92,10000,FALSE,FALSE,"random_tau"
"393",4,93,10000,FALSE,FALSE,"random_tau"
"394",4,94,10000,FALSE,FALSE,"random_tau"
"395",4,95,10000,FALSE,FALSE,"random_tau"
"396",4,96,10000,FALSE,FALSE,"random_tau"
"397",4,97,10000,FALSE,FALSE,"random_tau"
"398",4,98,10000,FALSE,FALSE,"random_tau"
"399",4,99,10000,FALSE,FALSE,"random_tau"
"400",4,100,10000,FALSE,FALSE,"random_tau"
"401",5,1,11,FALSE,FALSE,"random_tau"
"402",5,2,252,FALSE,FALSE,"random_tau"
"403",5,3,391,FALSE,FALSE,"random_tau"
"404",5,4,497,FALSE,FALSE,"random_tau"
"405",5,5,601,FALSE,FALSE,"random_tau"
"406",5,6,707,FALSE,FALSE,"random_tau"
"407",5,7,830,FALSE,FALSE,"random_tau"
"408",5,8,937,FALSE,FALSE,"random_tau"
"409",5,9,1052,FALSE,FALSE,"random_tau"
"410",5,10,1166,FALSE,FALSE,"random_tau"
"411",5,11,1300,FALSE,FALSE,"random_tau"
"412",5,12,1477,FALSE,FALSE,"random_tau"
"413",5,13,1675,FALSE,FALSE,"random_tau"
"414",5,14,1927,FALSE,FALSE,"random_tau"
"415",5,15,2219,FALSE,FALSE,"random_tau"
"416",5,16,2590,FALSE,FALSE,"random_tau"
"417",5,17,3090,FALSE,FALSE,"random_tau"
"418",5,18,3739,FALSE,FALSE,"random_tau"
"419",5,19,4600,FALSE,FALSE,"random_tau"
"420",5,20,5623,FALSE,FALSE,"random_tau"
"421",5,21,6875,FALSE,FALSE,"random_tau"
"422",5,22,8173,FALSE,FALSE,"random_tau"
"423",5,23,9237,FALSE,FALSE,"random_tau"
"424",5,24,9798,FALSE,FALSE,"random_tau"
"425",5,25,9962,FALSE,FALSE,"random_tau"
"426",5,26,9997,FALSE,FALSE,"random_tau"
"427",5,27,10000,FALSE,FALSE,"random_tau"
"428",5,28,10000,FALSE,FALSE,"random_tau"
"429",5,29,10000,FALSE,FALSE,"random_tau"
"430",5,30,10000,FALSE,FALSE,"random_tau"
"431",5,31,10000,FALSE,FALSE,"random_tau"
"432",5,32,10000,FALSE,FALSE,"random_tau"
"433",5,33,10000,FALSE,FALSE,"random_tau"
"434",5,34,10000,FALSE,FALSE,"random_tau"
"435",5,35,10000,FALSE,FALSE,"random_tau"
"436",5,36,10000,FALSE,FALSE,"random_tau"
"437",5,37,10000,FALSE,FALSE,"random_tau"
"438",5,38,10000,FALSE,FALSE,"random_tau"
"439",5,39,10000,FALSE,FALSE,"random_tau"
"440",5,40,10000,FALSE,FALSE,"random_tau"
"441",5,41,10000,FALSE,FALSE,"random_tau"
"442",5,42,10000,FALSE,FALSE,"random_tau"
"443",5,43,10000,FALSE,FALSE,"random_tau"
"444",5,44,10000,FALSE,FALSE,"random_tau"
