"","n_neighbors","n"
"1",4,2
"2",5,8
"3",6,25
"4",7,79
"5",8,223
"6",9,453
"7",10,1111
"8",11,2145
"9",12,2680
"10",13,1909
"11",14,917
"12",15,329
"13",16,93
"14",17,19
"15",18,7
