"","n_neighbors","n"
"1",5,4
"2",6,19
"3",7,107
"4",8,213
"5",9,467
"6",10,1083
"7",11,2152
"8",12,2630
"9",13,1963
"10",14,923
"11",15,335
"12",16,85
"13",17,17
"14",18,1
"15",19,1
