"","n_neighbors","n"
"1",4,1
"2",5,7
"3",6,32
"4",7,69
"5",8,205
"6",9,435
"7",10,1130
"8",11,2136
"9",12,2748
"10",13,1916
"11",14,895
"12",15,310
"13",16,98
"14",17,17
"15",18,1
